Free_CPU,Free_Memory,Total_CPU,Total_Memory,Name,ProdName,HostUsageStatus,Building,Server_Uptime,CPU_GROUP,NoGuestsRunning
534,131,72,749,[REDACTED],UCSB-B200-M4,[REDACTED],[REDACTED],35,E,No
